Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
24/01/18,2017,Hamilton,Hearts,3.39,3.39,2.1,0,3,A,1,1,4,4,0,0,20,30,0,1,0,1,0,0,20,30
24/01/18,2017,Dundee,Hibernian,4.33,3.6,1.8,0,1,A,1,2,3,3,1,1,36,18,1,1,2,4,0,1,36,18
23/01/18,2017,Partick,Celtic,13.0,7.0,1.18,1,2,A,3,0,6,2,1,0,45,18,1,1,4,6,1,1,45,18
30/12/17,2017,St Johnstone,Dundee,2.14,3.2,3.6,0,2,A,0,2,1,5,0,1,30,30,1,1,3,3,1,1,30,30
30/12/17,2017,Partick,Ross County,2.37,3.25,3.0,2,0,H,2,1,4,3,0,0,40,20,0,3,4,7,0,0,40,20
30/12/17,2017,Motherwell,Hamilton,2.04,3.5,3.39,1,3,A,0,1,2,3,0,0,44,22,0,2,2,5,0,1,44,22
30/12/17,2017,Hibernian,Kilmarnock,1.75,3.29,5.25,1,1,D,1,1,5,5,0,0,40,20,1,0,4,3,0,0,40,20
30/12/17,2017,Celtic,Rangers,1.33,5.0,9.0,0,0,D,3,0,8,1,3,0,70,30,2,1,5,4,0,0,70,30
30/12/17,2017,Aberdeen,Hearts,1.75,3.75,4.5,0,0,D,2,1,6,3,1,0,60,10,1,1,2,2,0,0,60,10
27/12/17,2017,Ross County,St Johnstone,2.62,3.39,2.54,1,1,D,0,2,2,5,0,1,20,20,3,0,6,2,1,0,20,20
27/12/17,2017,Rangers,Motherwell,1.39,4.59,7.5,2,0,H,2,1,6,4,1,1,40,20,0,3,2,5,0,0,40,20
27/12/17,2017,Hearts,Hibernian,2.79,3.39,2.39,0,0,D,3,0,7,0,2,0,40,40,1,1,3,5,0,1,40,40
27/12/17,2017,Aberdeen,Partick,1.33,4.75,9.5,1,0,H,1,2,5,5,1,1,56,11,0,3,1,10,0,3,56,11
26/12/17,2017,Dundee,Celtic,13.0,6.5,1.19,0,2,A,2,1,5,2,1,0,40,20,0,1,3,7,0,1,40,20
23/12/17,2017,St Johnstone,Hearts,3.0,3.2,2.39,0,0,D,0,3,1,9,0,2,33,22,1,2,3,4,0,0,33,22
23/12/17,2017,Partick,Hamilton,2.37,3.5,2.79,1,0,H,2,1,4,3,0,0,33,22,1,1,4,4,1,1,33,22
23/12/17,2017,Motherwell,Dundee,2.2,3.39,3.2,1,1,D,1,1,4,2,1,0,50,12,1,2,3,4,1,1,50,12
23/12/17,2017,Kilmarnock,Rangers,4.75,4.0,1.64,2,1,H,2,1,7,4,1,1,20,20,2,1,5,4,0,0,20,20
23/12/17,2017,Hibernian,Ross County,1.53,4.2,5.75,2,1,H,0,2,4,6,0,0,33,22,0,2,3,5,0,0,33,22
23/12/17,2017,Celtic,Aberdeen,1.36,4.75,8.5,3,0,H,3,0,10,2,3,0,67,33,2,1,4,3,1,1,67,33
20/12/17,2017,Celtic,Partick,1.1,9.0,25.0,2,0,H,2,0,9,3,2,0,62,38,0,2,2,9,0,2,62,38
17/12/17,2017,Hearts,Celtic,8.5,4.75,1.36,4,0,H,2,0,4,1,1,0,33,44,1,0,4,3,0,0,33,44
16/12/17,2017,Rangers,St Johnstone,1.36,4.5,9.0,1,3,A,2,1,5,3,1,1,44,22,2,1,3,2,0,0,44,22
16/12/17,2017,Kilmarnock,Motherwell,2.39,3.25,2.89,1,0,H,1,2,6,7,1,2,11,22,0,3,3,9,0,1,11,22
16/12/17,2017,Hamilton,Ross County,2.39,3.5,2.75,3,2,H,0,1,3,4,0,0,11,33,0,2,2,4,0,0,11,33
16/12/17,2017,Dundee,Partick,2.2,3.25,3.29,3,0,H,1,1,2,2,0,0,33,22,0,2,2,9,0,2,33,22
16/12/17,2017,Aberdeen,Hibernian,2.39,3.39,2.79,4,1,H,1,2,3,5,0,1,50,12,2,0,5,1,1,0,50,12
13/12/17,2017,St Johnstone,Aberdeen,3.5,3.29,2.1,0,3,A,0,2,1,6,0,1,38,25,2,1,4,4,1,1,38,25
13/12/17,2017,Partick,Motherwell,2.89,3.29,2.37,3,2,H,2,1,3,2,0,0,25,25,1,2,3,6,1,1,25,25
13/12/17,2017,Hibernian,Rangers,2.89,3.29,2.37,1,2,A,1,1,5,5,0,0,38,25,2,1,6,4,1,0,38,25
13/12/17,2017,Celtic,Hamilton,1.11,9.0,17.0,3,1,H,2,0,7,2,1,0,57,43,2,0,6,2,2,0,57,43
12/12/17,2017,Ross County,Kilmarnock,2.45,3.29,2.79,2,2,D,1,2,3,5,0,1,22,11,2,0,4,2,0,0,22,11
12/12/17,2017,Hearts,Dundee,1.85,3.5,4.2,2,0,H,1,0,2,1,0,0,25,50,1,2,4,4,1,0,25,50
10/12/17,2017,Hibernian,Celtic,6.5,4.5,1.44,2,2,D,2,1,4,3,0,0,43,14,2,0,6,1,1,0,43,14
09/12/17,2017,Rangers,Ross County,1.36,4.5,9.0,2,1,H,2,1,6,2,2,1,38,25,0,1,1,2,0,0,38,25
