Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
19/03/2023,2022,Vitesse,PSV Eindhoven,4.5,4.2,1.67,1.0,1.0,D,1,2,3,3,1,0,17,33,1,0,5,4,0,0,17,33
19/03/2023,2022,Excelsior,Cambuur,2.63,3.6,2.55,4.0,1.0,H,0,2,1,7,0,2,42,8,0,2,3,7,0,1,42,8
19/03/2023,2022,Ajax,Feyenoord,1.73,4.33,4.0,2.0,3.0,A,3,0,8,1,2,0,58,33,2,0,7,4,1,0,58,33
19/03/2023,2022,Groningen,Heerenveen,2.7,3.4,2.55,0.0,2.0,A,1,0,5,2,1,0,25,25,1,1,5,5,0,0,25,25
18/03/2023,2022,Waalwijk,Nijmegen,2.4,3.5,2.7,1.0,3.0,A,2,1,6,3,2,0,50,25,1,2,3,2,1,0,50,25
18/03/2023,2022,FC Emmen,Sparta Rotterdam,2.5,3.2,2.8,0.0,2.0,A,1,1,4,3,1,0,23,62,1,1,4,5,1,1,23,62
18/03/2023,2022,Utrecht,Go Ahead Eagles,1.7,4.0,4.5,1.0,2.0,A,1,1,4,4,0,0,42,33,0,2,4,8,0,1,42,33
17/03/2023,2022,Volendam,For Sittard,2.4,3.6,2.8,2.0,1.0,H,2,0,6,2,2,0,42,8,2,1,4,4,0,1,42,8
12/03/2023,2022,Feyenoord,Volendam,1.13,8.0,21.0,2.0,1.0,H,2,0,5,3,0,0,67,33,0,2,1,7,0,2,67,33
12/03/2023,2022,PSV Eindhoven,Cambuur,1.14,7.5,19.0,5.0,2.0,H,3,0,11,1,3,0,83,8,1,1,2,2,0,0,83,8
12/03/2023,2022,Heerenveen,Ajax,6.5,5.0,1.44,2.0,4.0,A,0,3,3,9,0,2,33,17,3,0,11,2,2,0,33,17
12/03/2023,2022,Nijmegen,Utrecht,2.4,3.5,2.88,2.0,2.0,D,1,0,4,1,1,0,25,67,1,1,8,7,1,1,25,67
11/03/2023,2022,Sparta Rotterdam,Vitesse,2.4,3.5,2.88,3.0,1.0,H,1,1,2,4,0,1,58,17,1,1,5,5,1,1,58,17
11/03/2023,2022,AZ Alkmaar,Groningen,1.33,5.0,9.5,1.0,0.0,H,2,0,12,6,1,0,55,36,0,3,2,10,0,1,55,36
11/03/2023,2022,For Sittard,Twente,3.75,3.8,1.91,0.0,3.0,A,1,1,4,4,1,1,25,25,0,2,2,6,0,2,25,25
11/03/2023,2022,FC Emmen,Excelsior,1.7,3.8,5.0,2.0,0.0,H,0,1,4,5,0,0,17,67,0,3,0,9,0,2,17,67
05/03/2023,2022,Cambuur,Go Ahead Eagles,2.88,3.25,2.5,4.0,1.0,H,0,3,2,9,0,1,8,0,0,2,4,7,0,1,8,0
05/03/2023,2022,Ajax,Nijmegen,1.22,6.5,11.0,1.0,0.0,H,2,0,8,2,2,0,55,36,1,2,3,3,1,1,55,36
05/03/2023,2022,Waalwijk,PSV Eindhoven,6.0,4.75,1.44,0.0,1.0,A,3,0,8,2,3,0,55,27,0,1,4,5,0,0,55,27
05/03/2023,2022,Excelsior,Sparta Rotterdam,3.4,3.5,2.1,1.0,4.0,A,0,2,1,7,0,2,45,9,0,1,1,5,0,1,45,9
04/03/2023,2022,Twente,Heerenveen,1.55,4.0,6.5,3.0,3.0,D,2,0,6,1,2,0,82,18,1,2,2,4,0,1,82,18
