Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
11/03/2023,2022,Napoli,Atalanta,1.67,4.0,5.0,2.0,0.0,H,2,1,5,2,1,0,83,8,1,2,2,3,1,1,83,8
11/03/2023,2022,Empoli,Udinese,3.0,3.25,2.4,0.0,1.0,A,0,1,4,6,0,1,33,33,0,2,1,4,0,1,33,33
10/03/2023,2022,Spezia,Inter,8.0,4.6,1.4,2.0,1.0,H,0,2,0,5,0,2,15,54,1,1,2,2,0,0,15,54
06/03/2023,2022,Torino,Bologna,2.4,2.9,3.4,1.0,0.0,H,1,1,3,3,0,0,36,36,3,0,6,3,0,0,36,36
06/03/2023,2022,Sassuolo,Cremonese,1.8,3.6,4.5,3.0,2.0,H,1,2,1,4,0,2,36,18,0,1,3,6,0,1,36,18
05/03/2023,2022,Roma,Juventus,2.7,3.0,2.88,1.0,0.0,H,3,0,5,0,2,0,64,9,2,1,6,5,2,1,64,9
05/03/2023,2022,Inter,Lecce,1.36,4.75,9.5,2.0,0.0,H,2,1,4,2,1,0,83,0,2,1,4,3,1,1,83,0
05/03/2023,2022,Sampdoria,Salernitana,2.3,3.25,3.2,0.0,0.0,D,0,2,1,3,0,0,0,25,1,2,4,10,0,1,0,25
05/03/2023,2022,Spezia,Verona,2.7,3.1,2.8,0.0,0.0,D,0,3,0,7,0,3,17,50,0,2,1,3,0,0,17,50
04/03/2023,2022,Fiorentina,Milan,2.8,3.3,2.55,2.0,1.0,H,0,2,2,4,0,0,33,33,1,2,1,5,0,1,33,33
04/03/2023,2022,Atalanta,Udinese,1.62,4.0,5.5,0.0,0.0,D,2,1,11,4,2,0,45,18,1,2,2,4,0,1,45,18
04/03/2023,2022,Monza,Empoli,2.1,3.25,3.8,2.0,1.0,H,0,1,3,4,0,0,33,25,1,1,2,3,0,1,33,25
03/03/2023,2022,Napoli,Lazio,1.65,3.8,5.25,0.0,1.0,A,3,0,10,2,2,0,91,9,2,0,5,1,2,0,91,9
28/02/2023,2022,Juventus,Torino,1.73,3.4,5.5,4.0,2.0,H,1,1,4,5,0,1,67,25,1,1,3,3,0,0,67,25
28/02/2023,2022,Cremonese,Roma,5.25,3.4,1.75,2.0,1.0,H,0,3,3,7,0,1,0,27,1,1,4,3,1,0,0,27
27/02/2023,2022,Lazio,Sampdoria,1.44,4.33,8.0,1.0,0.0,H,1,1,5,3,1,1,50,25,0,2,2,5,0,1,50,25
27/02/2023,2022,Verona,Fiorentina,3.25,3.25,2.25,0.0,3.0,A,2,0,4,1,1,0,33,8,0,2,1,4,0,1,33,8
26/02/2023,2022,Milan,Atalanta,2.15,3.4,3.4,2.0,0.0,H,1,1,5,7,0,1,73,9,1,1,5,4,1,0,73,9
26/02/2023,2022,Udinese,Spezia,1.62,3.8,5.75,2.0,2.0,D,0,1,4,5,0,0,27,55,1,1,3,4,0,1,27,55
26/02/2023,2022,Salernitana,Monza,3.6,3.3,2.05,3.0,0.0,H,0,3,0,7,0,3,25,25,3,0,6,2,1,0,25,25
26/02/2023,2022,Bologna,Inter,5.5,3.75,1.7,1.0,0.0,H,1,1,3,2,1,0,42,33,1,0,4,3,0,0,42,33
25/02/2023,2022,Lecce,Sassuolo,2.45,3.25,2.9,0.0,1.0,A,0,1,4,5,0,0,18,55,1,0,8,5,1,0,18,55
25/02/2023,2022,Empoli,Napoli,7.0,4.75,1.44,0.0,2.0,A,1,0,5,4,0,0,36,36,3,0,7,0,3,0,36,36
20/02/2023,2022,Torino,Cremonese,1.65,3.8,5.25,2.0,2.0,D,1,1,2,2,0,0,40,30,0,2,1,6,0,2,40,30
19/02/2023,2022,Roma,Verona,1.65,3.6,5.75,1.0,0.0,H,3,0,5,0,2,0,60,10,0,1,2,3,0,0,60,10
19/02/2023,2022,Spezia,Juventus,6.0,3.75,1.62,0.0,2.0,A,0,2,0,5,0,2,18,55,2,1,5,5,1,1,18,55
19/02/2023,2022,Salernitana,Lazio,5.5,3.75,1.7,0.0,2.0,A,0,2,1,6,0,2,27,27,1,1,4,3,1,0,27,27
19/02/2023,2022,Fiorentina,Empoli,1.6,4.0,5.75,1.0,1.0,D,1,2,3,4,0,0,36,27,1,1,3,4,0,1,36,27
19/02/2023,2022,Atalanta,Lecce,1.5,4.0,7.0,1.0,2.0,A,2,1,12,5,2,0,50,20,1,1,2,2,1,1,50,20
18/02/2023,2022,Inter,Udinese,1.53,4.2,6.0,3.0,1.0,H,2,1,2,1,0,0,82,0,1,2,1,2,0,0,82,0
18/02/2023,2022,Monza,Milan,3.75,3.3,2.1,0.0,1.0,A,0,0,5,5,0,0,36,27,0,2,2,7,0,1,36,27
18/02/2023,2022,Sampdoria,Bologna,3.25,3.1,2.38,1.0,2.0,A,0,2,0,3,0,1,0,27,2,1,4,3,0,0,0,27
17/02/2023,2022,Sassuolo,Napoli,5.0,4.0,1.6,0.0,2.0,A,1,2,2,4,0,1,40,20,3,0,7,0,3,0,40,20
13/02/2023,2022,Sampdoria,Inter,7.0,4.5,1.44,0.0,0.0,D,0,3,0,5,0,2,0,20,2,0,7,5,0,0,0,20
13/02/2023,2022,Verona,Salernitana,1.85,3.4,4.5,1.0,0.0,H,2,0,5,1,2,0,27,9,1,2,4,12,0,2,27,9
12/02/2023,2022,Napoli,Cremonese,1.18,7.5,13.0,3.0,0.0,H,3,0,10,4,1,0,90,10,0,2,1,5,0,2,90,10
12/02/2023,2022,Juventus,Fiorentina,1.83,3.5,4.5,1.0,0.0,H,1,1,4,5,0,1,64,27,0,2,2,5,0,1,64,27
12/02/2023,2022,Bologna,Monza,2.2,3.2,3.5,0.0,1.0,A,1,1,4,3,1,0,45,36,2,0,6,3,1,0,45,36
12/02/2023,2022,Udinese,Sassuolo,2.0,3.6,3.6,2.0,2.0,D,0,1,3,4,0,0,30,50,1,1,7,5,1,0,30,50
11/02/2023,2022,Lazio,Atalanta,2.38,3.4,3.0,0.0,2.0,A,1,0,7,3,1,0,55,27,1,1,5,5,0,0,55,27
11/02/2023,2022,Lecce,Roma,4.33,3.25,1.95,1.0,1.0,D,1,1,5,5,0,0,20,50,1,1,5,4,1,0,20,50
11/02/2023,2022,Empoli,Spezia,2.0,3.5,3.75,2.0,2.0,D,2,0,5,2,1,0,40,30,2,1,3,3,0,1,40,30
10/02/2023,2022,Milan,Torino,1.8,3.5,4.75,1.0,0.0,H,1,1,6,8,0,1,70,10,1,0,4,3,0,0,70,10
07/02/2023,2022,Salernitana,Juventus,7.0,4.2,1.5,0.0,3.0,A,0,2,2,5,0,1,30,30,2,1,3,5,0,1,30,30
06/02/2023,2022,Monza,Sampdoria,1.8,3.5,4.75,2.0,2.0,D,1,0,6,3,1,0,40,20,1,2,2,4,0,1,40,20
06/02/2023,2022,Verona,Lazio,3.6,3.6,2.0,1.0,1.0,D,2,1,5,2,2,0,30,0,1,2,3,5,1,1,30,0
05/02/2023,2022,Inter,Milan,1.95,3.5,4.0,1.0,0.0,H,2,1,2,1,0,0,80,0,1,1,4,7,0,1,80,0
05/02/2023,2022,Fiorentina,Bologna,1.83,3.5,4.5,1.0,2.0,A,1,1,3,3,0,0,40,30,1,2,3,8,0,1,40,30
05/02/2023,2022,Torino,Udinese,2.25,3.25,3.3,1.0,0.0,H,1,1,3,2,1,0,33,33,1,2,3,4,0,0,33,33
05/02/2023,2022,Spezia,Napoli,8.0,5.25,1.36,0.0,3.0,A,0,1,2,4,0,1,20,60,2,1,4,1,2,0,20,60
04/02/2023,2022,Sassuolo,Atalanta,3.75,3.6,1.91,1.0,0.0,H,0,2,2,5,0,1,33,22,1,0,7,6,0,0,33,22
04/02/2023,2022,Roma,Empoli,1.5,4.2,6.5,2.0,0.0,H,2,0,4,1,1,0,56,11,1,0,4,3,0,0,56,11
